RegionID,RegionName,StateName,StateCodeFIPS,MunicipalCodeFIPS,year,zori,months,fips,rent_growth,lag_zori,population,net_migration,domestic_migration,lag_population,pop_growth,net_migration_rate,domestic_migration_rate,acs_population,median_income,median_gross_rent,housing_units,vacancy_rate,renter_share,unemployment_rate,supply_constraint,post2020,pop_growth_pp,net_migration_rate_pp,rent_growth_pct
945,Coffee County,AL,1,31,2023,1241.9886331867249,12,01031,0.05462265168229674,1175.9674608678108,55643,763,695,54840.0,0.01453642895217655,0.013913202042304887,0.012673231218088986,54920.0,68353.0,1018.0,24656.0,0.1489292667099286,0.2774018299656881,0.0508863941745047,-0.8576524261982491,1,1.453642895217655,1.3913202042304886,5.462265168229674
1003,Elmore County,AL,1,51,2023,1256.2059613613944,12,01051,0.055621126279604916,1188.2420076036615,90441,851,822,89600.0,0.009342384422156513,0.009497767857142857,0.009174107142857144,89526.0,78243.0,1071.0,37323.0,0.119684912788361,0.2302775748721694,0.0464562517508637,-0.7837477110630501,1,0.9342384422156513,0.9497767857142857,5.5621126279604916
2732,Jefferson County,AL,1,73,2019,985.9092766656149,12,01073,0.03854403806740603,948.6313871919045,658573,-1915,-2375,659429.0,-0.0012989359960862146,-0.0029040275753720265,-0.003601600778855646,667755.0,66388.0,1193.0,310789.0,0.1316198449752082,0.361134269294472,0.0472546317562394,-0.306901626613498,0,-0.12989359960862146,-0.2904027575372026,3.854403806740603
2732,Jefferson County,AL,1,73,2020,1025.3036078612206,12,01073,0.03917971163055878,985.9092766656149,674717,366,343,658573.0,0.02421797064986464,0.0005557470470243998,0.0005208230522660358,667755.0,66388.0,1193.0,310789.0,0.1316198449752082,0.361134269294472,0.0472546317562394,-0.306901626613498,1,2.421797064986464,0.05557470470243998,3.917971163055878
2732,Jefferson County,AL,1,73,2021,1107.969749973876,12,01073,0.07754051496235892,1025.3036078612206,669990,-3759,-4025,674717.0,-0.007030556799040966,-0.005571224676419892,-0.0059654640389970905,667755.0,66388.0,1193.0,310789.0,0.1316198449752082,0.361134269294472,0.0472546317562394,-0.306901626613498,1,-0.7030556799040966,-0.5571224676419892,7.754051496235892
2732,Jefferson County,AL,1,73,2022,1202.5600415451604,12,01073,0.08192336586539462,1107.969749973876,665084,-3835,-4468,669990.0,-0.007349438432333599,-0.0057239660293437215,-0.006668756250093285,667755.0,66388.0,1193.0,310789.0,0.1316198449752082,0.361134269294472,0.0472546317562394,-0.306901626613498,1,-0.7349438432333599,-0.5723966029343721,8.192336586539462
2732,Jefferson County,AL,1,73,2023,1262.2129143899544,12,01073,0.048413809416534725,1202.5600415451604,662895,-2599,-3417,665084.0,-0.0032967418650393654,-0.003907777062746962,-0.005137696892422611,667755.0,66388.0,1193.0,310789.0,0.1316198449752082,0.361134269294472,0.0472546317562394,-0.306901626613498,1,-0.32967418650393654,-0.39077770627469616,4.8413809416534725
78,Lee County,AL,1,81,2019,1120.0262502831704,12,01081,0.04793233211928616,1067.6071018244297,164542,191,-112,163656.0,0.005399192879513848,0.001167082172361539,-0.0006843623209659285,181134.0,65824.0,1058.0,79619.0,0.1278966075936648,0.3365977302840025,0.0354540929453821,-0.48985501728800895,0,0.5399192879513848,0.11670821723615389,4.793233211928616
78,Lee County,AL,1,81,2020,1146.6923320780693,12,01081,0.02352944230775922,1120.0262502831704,174754,319,299,164542.0,0.060213413928607906,0.0019387147354474846,0.001817165222253285,181134.0,65824.0,1058.0,79619.0,0.1278966075936648,0.3365977302840025,0.0354540929453821,-0.48985501728800895,1,6.021341392860791,0.19387147354474846,2.352944230775922
78,Lee County,AL,1,81,2021,1226.054634131766,12,01081,0.06691983434153848,1146.6923320780693,177596,2440,2258,174754.0,0.01613203708732769,0.013962484406651637,0.01292102040582762,181134.0,65824.0,1058.0,79619.0,0.1278966075936648,0.3365977302840025,0.0354540929453821,-0.48985501728800895,1,1.6132037087327689,1.3962484406651636,6.6919834341538476
78,Lee County,AL,1,81,2022,1335.4316487257204,12,01081,0.08545317253590934,1226.054634131766,180698,2626,2116,177596.0,0.017315821686397115,0.014786369062366269,0.011914682763125295,181134.0,65824.0,1058.0,79619.0,0.1278966075936648,0.3365977302840025,0.0354540929453821,-0.48985501728800895,1,1.7315821686397115,1.478636906236627,8.545317253590934
78,Lee County,AL,1,81,2023,1436.7628370218588,12,01081,0.07313798115919656,1335.4316487257204,183215,1932,1357,180698.0,0.01383319714918052,0.010691872627256528,0.007509767678668275,181134.0,65824.0,1058.0,79619.0,0.1278966075936648,0.3365977302840025,0.0354540929453821,-0.48985501728800895,1,1.383319714918052,1.0691872627256527,7.313798115919656
2780,Limestone County,AL,1,83,2022,1344.5168325367065,12,01083,0.07149056421084587,1251.7519774673158,110868,3354,3255,107303.0,0.032683696237324256,0.03125728078432104,0.0303346597951595,111233.0,83629.0,970.0,44354.0,0.0766785408305902,0.2240617292994408,0.0328991315965263,-0.6271778942992811,1,3.2683696237324256,3.1257280784321035,7.1490564210845875
2780,Limestone County,AL,1,83,2023,1414.0979192087382,12,01083,0.05045709867103998,1344.5168325367065,114654,3627,3523,110868.0,0.03357859301068089,0.032714579499945884,0.03177652704116607,111233.0,83629.0,970.0,44354.0,0.0766785408305902,0.2240617292994408,0.0328991315965263,-0.6271778942992811,1,3.357859301068089,3.2714579499945886,5.045709867103998
1894,Madison County,AL,1,89,2019,898.7208905551066,12,01089,0.07408938816626343,834.5420502046264,372909,4951,4721,367004.0,0.015961674872668752,0.01349031618183998,0.012863620015040707,405718.0,86499.0,1209.0,178607.0,0.0760104587166236,0.3168919778708243,0.0360573629125617,-0.09165287202986526,0,1.5961674872668752,1.3490316181839979,7.408938816626343
1894,Madison County,AL,1,89,2020,1008.2105190648734,12,01089,0.1149597554055859,898.7208905551066,390503,2278,2269,372909.0,0.04610122965821262,0.006108728939231823,0.006084594364845043,405718.0,86499.0,1209.0,178607.0,0.0760104587166236,0.3168919778708243,0.0360573629125617,-0.09165287202986526,1,4.610122965821262,0.6108728939231823,11.49597554055859
1894,Madison County,AL,1,89,2021,1162.3599130873642,12,01089,0.14227535022493942,1008.2105190648734,396671,6026,5814,390503.0,0.01567157003892561,0.015431379528454327,0.014888489973188427,405718.0,86499.0,1209.0,178607.0,0.0760104587166236,0.3168919778708243,0.0360573629125617,-0.09165287202986526,1,1.5671570038925609,1.5431379528454328,14.227535022493942
1894,Madison County,AL,1,89,2022,1273.2883497294565,12,01089,0.09115045954175116,1162.3599130873642,403605,6472,5782,396671.0,0.01732945515864337,0.016315788146852177,0.014576311351220533,405718.0,86499.0,1209.0,178607.0,0.0760104587166236,0.3168919778708243,0.0360573629125617,-0.09165287202986526,1,1.732945515864337,1.6315788146852177,9.115045954175116
1894,Madison County,AL,1,89,2023,1319.4774840584694,12,01089,0.03563300693180693,1273.2883497294565,412600,8129,7340,403605.0,0.02204192373096525,0.020140979422950657,0.018186097793634864,405718.0,86499.0,1209.0,178607.0,0.0760104587166236,0.3168919778708243,0.0360573629125617,-0.09165287202986526,1,2.204192373096525,2.0140979422950656,3.563300693180693
1208,Mobile County,AL,1,97,2019,839.8176398736879,12,01097,0.04257458205146314,804.8131919739099,413210,-1555,-1821,413908.0,-0.0016877886001633868,-0.003756873508122578,-0.004399528397614929,412590.0,58880.0,1052.0,186082.0,0.1312163454820993,0.339671543005598,0.0526348959591609,-0.5058789297288343,0,-0.16877886001633868,-0.3756873508122578,4.257458205146314
1208,Mobile County,AL,1,97,2020,862.6072498954196,12,01097,0.026774715999536625,839.8176398736879,414377,-446,-457,413210.0,0.002820249166569866,-0.0010793543234674863,-0.0011059751700104063,412590.0,58880.0,1052.0,186082.0,0.1312163454820993,0.339671543005598,0.0526348959591609,-0.5058789297288343,1,0.2820249166569866,-0.10793543234674863,2.6774715999536625
1208,Mobile County,AL,1,97,2021,975.9061515389743,12,01097,0.12340693669990621,862.6072498954196,413383,-1006,-1131,414377.0,-0.0024016634719767893,-0.002427740921914102,-0.002729398591138022,412590.0,58880.0,1052.0,186082.0,0.1312163454820993,0.339671543005598,0.0526348959591609,-0.5058789297288343,1,-0.24016634719767893,-0.24277409219141022,12.340693669990621
1208,Mobile County,AL,1,97,2022,1082.5272844857868,12,01097,0.10368723904698385,975.9061515389743,411398,-1243,-1528,413383.0,-0.004813408244176642,-0.0030068967519225514,-0.0036963300377615914,412590.0,58880.0,1052.0,186082.0,0.1312163454820993,0.339671543005598,0.0526348959591609,-0.5058789297288343,1,-0.48134082441766424,-0.30068967519225515,10.368723904698385
1208,Mobile County,AL,1,97,2023,1180.2434765164287,12,01097,0.0864223675795266,1082.5272844857868,411640,-80,-405,411398.0,0.0005880652095626715,-0.0001944588938205825,-0.000984448149966699,412590.0,58880.0,1052.0,186082.0,0.1312163454820993,0.339671543005598,0.0526348959591609,-0.5058789297288343,1,0.05880652095626715,-0.01944588938205825,8.64223675795266
2967,Montgomery County,AL,1,101,2019,899.0468764976313,12,01101,0.020130134470959682,881.1298827511396,226486,-914,-1235,226504.0,-7.947195306456933e-05,-0.004035248825627803,-0.005452442340974111,226718.0,59386.0,1092.0,106121.0,0.1388980503387642,0.4223853974020857,0.0587727717828645,-0.23938445681182882,0,-0.007947195306456933,-0.4035248825627803,2.013013447095968
2967,Montgomery County,AL,1,101,2020,933.565036422838,12,01101,0.037675453949428395,899.0468764976313,228342,-645,-652,226486.0,0.008161372219939622,-0.0028478581457573537,-0.002878765133385728,226718.0,59386.0,1092.0,106121.0,0.1388980503387642,0.4223853974020857,0.0587727717828645,-0.23938445681182882,1,0.8161372219939622,-0.2847858145757354,3.7675453949428395
2967,Montgomery County,AL,1,101,2021,1020.2499321465406,12,01101,0.08879227778359944,933.565036422838,226935,-1627,-1756,228342.0,-0.0061808722132692395,-0.007125276996785524,-0.007690219057378844,226718.0,59386.0,1092.0,106121.0,0.1388980503387642,0.4223853974020857,0.0587727717828645,-0.23938445681182882,1,-0.618087221326924,-0.7125276996785523,8.879227778359944
2967,Montgomery County,AL,1,101,2022,1128.9135118702204,12,01101,0.10120804747522882,1020.2499321465406,226301,-868,-1226,226935.0,-0.0027976613222318036,-0.0038248837772930575,-0.005402428008019918,226718.0,59386.0,1092.0,106121.0,0.1388980503387642,0.4223853974020857,0.0587727717828645,-0.23938445681182882,1,-0.27976613222318036,-0.3824883777293058,10.120804747522882
2967,Montgomery County,AL,1,101,2023,1176.9185794914472,12,01101,0.041643973310109494,1128.9135118702204,224980,-1979,-2418,226301.0,-0.005854462177996567,-0.00874499007958427,-0.010684884291275778,226718.0,59386.0,1092.0,106121.0,0.1388980503387642,0.4223853974020857,0.0587727717828645,-0.23938445681182882,1,-0.5854462177996567,-0.874499007958427,4.164397331010949
1229,Morgan County,AL,1,103,2023,1015.0879235930598,12,01103,0.07854678152134476,938.4069752406119,125133,946,840,124231.0,0.007234435876863898,0.007614846535888788,0.006761597346877994,124471.0,68845.0,864.0,53905.0,0.0902513681476672,0.2731647634584013,0.0366718621390168,-0.6446218188259785,1,0.7234435876863898,0.7614846535888788,7.8546781521344755
3121,Saint Clair County,AL,1,115,2019,1250.4290527284563,12,01115,0.025835941318950617,1218.5367982817852,89512,851,828,88654.0,0.009631541739741678,0.009599115663139847,0.009339680104676607,94166.0,77463.0,1084.0,39247.0,0.105485769612964,0.1739254279773264,0.0455611914285075,-0.872063172717456,0,0.9631541739741678,0.9599115663139847,2.5835941318950617
3121,Saint Clair County,AL,1,115,2020,1301.3929270555016,12,01115,0.039948438587527946,1250.4290527284563,91657,207,207,89512.0,0.023680654386865285,0.0023125391009026722,0.0023125391009026722,94166.0,77463.0,1084.0,39247.0,0.105485769612964,0.1739254279773264,0.0455611914285075,-0.872063172717456,1,2.3680654386865285,0.23125391009026722,3.9948438587527946
3121,Saint Clair County,AL,1,115,2021,1379.3481992330371,12,01115,0.058175895004441536,1301.3929270555016,92874,1605,1597,91657.0,0.01319038692751029,0.017510937517047253,0.017423655585498108,94166.0,77463.0,1084.0,39247.0,0.105485769612964,0.1739254279773264,0.0455611914285075,-0.872063172717456,1,1.319038692751029,1.7510937517047254,5.817589500444154
3121,Saint Clair County,AL,1,115,2022,1472.291281624913,12,01115,0.06520881407455636,1379.3481992330371,93881,1261,1246,92874.0,0.010784287002334025,0.013577535155156448,0.013416026013739044,94166.0,77463.0,1084.0,39247.0,0.105485769612964,0.1739254279773264,0.0455611914285075,-0.872063172717456,1,1.0784287002334025,1.3577535155156448,6.5208814074556365
3121,Saint Clair County,AL,1,115,2023,1550.4731862532506,12,01115,0.051740283526584996,1472.291281624913,95552,1795,1777,93881.0,0.01764257909459488,0.019119949723586244,0.01892821763722159,94166.0,77463.0,1084.0,39247.0,0.105485769612964,0.1739254279773264,0.0455611914285075,-0.872063172717456,1,1.764257909459488,1.9119949723586243,5.1740283526585
1381,Shelby County,AL,1,117,2019,1213.17814363007,12,01117,0.0327717223765589,1174.064615704651,217702,1518,1381,215583.0,0.009781168948494567,0.007041371536716717,0.006405885436235696,230211.0,97961.0,1401.0,91995.0,0.0557530300559813,0.1864250684963046,0.0287074662397898,-0.22682644893688453,0,0.9781168948494567,0.7041371536716717,3.27717223765589
1381,Shelby County,AL,1,117,2020,1257.4500099640427,12,01117,0.035842387495260475,1213.17814363007,223912,770,762,217702.0,0.028125962370770807,0.0035369449982085603,0.0035001975177076923,230211.0,97961.0,1401.0,91995.0,0.0557530300559813,0.1864250684963046,0.0287074662397898,-0.22682644893688453,1,2.8125962370770807,0.35369449982085605,3.5842387495260475
1381,Shelby County,AL,1,117,2021,1359.2220317306717,12,01117,0.0778266318872376,1257.4500099640427,227453,3212,3075,223912.0,0.015690506117456593,0.01434492121905034,0.013733073707527958,230211.0,97961.0,1401.0,91995.0,0.0557530300559813,0.1864250684963046,0.0287074662397898,-0.22682644893688453,1,1.5690506117456593,1.434492121905034,7.78266318872376
1381,Shelby County,AL,1,117,2022,1471.0313490899887,12,01117,0.07905125222512854,1359.2220317306717,230033,2231,2019,227453.0,0.011279153250988827,0.009808619802772442,0.008876559113311321,230211.0,97961.0,1401.0,91995.0,0.0557530300559813,0.1864250684963046,0.0287074662397898,-0.22682644893688453,1,1.1279153250988827,0.9808619802772441,7.905125222512854
1381,Shelby County,AL,1,117,2023,1533.215723163399,12,01117,0.04140355679421681,1471.0313490899887,233000,2326,2078,230033.0,0.01281567667365735,0.010111592684527873,0.009033486499763077,230211.0,97961.0,1401.0,91995.0,0.0557530300559813,0.1864250684963046,0.0287074662397898,-0.22682644893688453,1,1.281567667365735,1.0111592684527873,4.140355679421681
3043,Tuscaloosa County,AL,1,125,2019,1039.1957867951369,12,01125,0.035517980686392114,1002.9334455581348,209355,482,261,208319.0,0.004960816927253475,0.0023137591866320404,0.0012528861985704617,237552.0,66231.0,1037.0,104290.0,0.1365231565826062,0.3859436769866299,0.0582700684505289,-0.39742861891123143,0,0.4960816927253475,0.23137591866320403,3.5517980686392114
3043,Tuscaloosa County,AL,1,125,2020,1076.2093118194832,12,01125,0.03499783844596749,1039.1957867951369,231547,5193,5189,209355.0,0.1007515010491371,0.02480475746937021,0.024785651166678607,237552.0,66231.0,1037.0,104290.0,0.1365231565826062,0.3859436769866299,0.0582700684505289,-0.39742861891123143,1,10.07515010491371,2.480475746937021,3.499783844596749
3043,Tuscaloosa County,AL,1,125,2021,1129.3809542088268,12,01125,0.04822468394300472,1076.2093118194832,235670,4078,3949,231547.0,0.017649644722149915,0.017611975106565838,0.017054852794465055,237552.0,66231.0,1037.0,104290.0,0.1365231565826062,0.3859436769866299,0.0582700684505289,-0.39742861891123143,1,1.7649644722149915,1.7611975106565838,4.822468394300472
3043,Tuscaloosa County,AL,1,125,2022,1229.590017418193,12,01125,0.08501114017113309,1129.3809542088268,236690,936,679,235670.0,0.004318746656716499,0.003971655280689099,0.002881147367081088,237552.0,66231.0,1037.0,104290.0,0.1365231565826062,0.3859436769866299,0.0582700684505289,-0.39742861891123143,1,0.4318746656716499,0.39716552806890987,8.50111401711331
3043,Tuscaloosa County,AL,1,125,2023,1311.9428719164912,12,01125,0.06482835217836502,1229.590017418193,237373,170,-128,236690.0,0.002881475553136781,0.0007182390468545355,-0.0005407917529257678,237552.0,66231.0,1037.0,104290.0,0.1365231565826062,0.3859436769866299,0.0582700684505289,-0.39742861891123143,1,0.2881475553136781,0.07182390468545355,6.482835217836502
2616,Anchorage Borough,AK,2,20,2019,1221.7730404393835,12,02020,0.012422229334164037,1206.689773397881,288000,-4608,-4972,290521.0,-0.008715382699911345,-0.01586115977846696,-0.017114081254022945,288976.0,103284.0,1489.0,120348.0,0.0976418386678631,0.361004447636675,0.0458229741475148,0.177655844009989,0,-0.8715382699911345,-1.586115977846696,1.2422229334164037
2616,Anchorage Borough,AK,2,20,2020,1248.6765264785397,12,02020,0.021781096049647175,1221.7730404393835,290893,-835,-881,288000.0,0.009995021823707262,-0.0028993055555555556,-0.0030590277777777777,288976.0,103284.0,1489.0,120348.0,0.0976418386678631,0.361004447636675,0.0458229741475148,0.177655844009989,1,0.9995021823707262,-0.2899305555555556,2.1781096049647175
2616,Anchorage Borough,AK,2,20,2021,1313.836815633212,12,02020,0.050867511739703275,1248.6765264785397,289169,-3292,-3816,290893.0,-0.005944209675039502,-0.011316875964701798,-0.013118225601853602,288976.0,103284.0,1489.0,120348.0,0.0976418386678631,0.361004447636675,0.0458229741475148,0.177655844009989,1,-0.5944209675039502,-1.1316875964701798,5.0867511739703275
2616,Anchorage Borough,AK,2,20,2022,1443.8323735458632,12,02020,0.09434922559573433,1313.836815633212,286983,-3333,-4631,289169.0,-0.007588311728840225,-0.011526131777611016,-0.016014856364271413,288976.0,103284.0,1489.0,120348.0,0.0976418386678631,0.361004447636675,0.0458229741475148,0.177655844009989,1,-0.7588311728840225,-1.1526131777611015,9.434922559573433
2616,Anchorage Borough,AK,2,20,2023,1547.20518961434,12,02020,0.06914925097850855,1443.8323735458632,286075,-2297,-3412,286983.0,-0.0031689663519962608,-0.008003958422624337,-0.01188920598084207,288976.0,103284.0,1489.0,120348.0,0.0976418386678631,0.361004447636675,0.0458229741475148,0.177655844009989,1,-0.3168966351996261,-0.8003958422624337,6.914925097850855
3290,Fairbanks North Star Borough,AK,2,90,2022,1505.3791907179905,12,02090,0.07343951481691757,1398.7868225368752,95202,-1152,-1356,95593.0,-0.0040986456391820525,-0.012051091607126046,-0.014185139079221282,95460.0,88267.0,1459.0,42680.0,0.1481021555763823,0.3832613658241425,0.053090721987043,-0.09200004854213535,1,-0.40986456391820525,-1.2051091607126045,7.343951481691757
3290,Fairbanks North Star Borough,AK,2,90,2023,1583.0513895452689,12,02090,0.0503094233300434,1505.3791907179905,94840,-1177,-1391,95202.0,-0.003809688782803633,-0.01236318564736035,-0.014611037583244049,95460.0,88267.0,1459.0,42680.0,0.1481021555763823,0.3832613658241425,0.053090721987043,-0.09200004854213535,1,-0.3809688782803633,-1.236318564736035,5.03094233300434
1634,Cochise County,AZ,4,3,2023,1144.2614314419986,12,04003,0.057286140844287736,1080.553327263373,124640,-467,-695,125487.0,-0.006772585426665145,-0.003721501031979408,-0.0055384223066931235,125566.0,59742.0,995.0,59666.0,0.1455435256259846,0.2896904789925856,0.0740394622262812,-0.8161792970846866,1,-0.6772585426665145,-0.37215010319794084,5.728614084428774
2207,Coconino County,AZ,4,5,2019,1407.40922745815,12,04005,0.025370383274929686,1372.1518535927337,143476,338,313,142523.0,0.006664383632180915,0.0023715470485465504,0.0021961367638907406,144508.0,72966.0,1473.0,70645.0,0.2197890862764527,0.4029355201567546,0.0564676216535221,-0.46329668414897607,0,0.6664383632180915,0.23715470485465504,2.5370383274929686
2207,Coconino County,AZ,4,5,2020,1481.0337269804231,12,04005,0.05098972122423717,1407.40922745815,145192,-17,-13,143476.0,0.011889230628586489,-0.00011848671554824501,-9.060748836042265e-05,144508.0,72966.0,1473.0,70645.0,0.2197890862764527,0.4029355201567546,0.0564676216535221,-0.46329668414897607,1,1.188923062858649,-0.0118486715548245,5.098972122423717
2207,Coconino County,AZ,4,5,2021,1667.038044177125,12,04005,0.118308117310721,1481.0337269804231,142897,-2398,-2497,145192.0,-0.015932913440536822,-0.01651606149099124,-0.017197917240619316,144508.0,72966.0,1473.0,70645.0,0.2197890862764527,0.4029355201567546,0.0564676216535221,-0.46329668414897607,1,-1.5932913440536822,-1.6516061490991238,11.8308117310721
2207,Coconino County,AZ,4,5,2022,1926.8667651146718,12,04005,0.14484682049920483,1667.038044177125,144223,1097,811,142897.0,0.009236621811885115,0.007676858156574316,0.0056754165587801,144508.0,72966.0,1473.0,70645.0,0.2197890862764527,0.4029355201567546,0.0564676216535221,-0.46329668414897607,1,0.9236621811885115,0.7676858156574315,14.484682049920483
2207,Coconino County,AZ,4,5,2023,1992.4529188309873,12,04005,0.033471256259743676,1926.8667651146718,144472,-4,-296,144223.0,0.0017250043245944369,-2.7734827316031423e-05,-0.0020523772213863253,144508.0,72966.0,1473.0,70645.0,0.2197890862764527,0.4029355201567546,0.0564676216535221,-0.46329668414897607,1,0.1725004324594437,-0.002773482731603142,3.3471256259743676
2402,Maricopa County,AZ,4,13,2019,1238.251391918807,12,04013,0.07672060794052893,1146.804763380819,4485414,62997,57477,4402403.0,0.018680270733311133,0.014309684960690787,0.01305582428505523,4559748.0,89300.0,1708.0,1884334.0,0.0815343776634078,0.3483038037876091,0.0454200485362637,0.43706280497031075,0,1.8680270733311133,1.4309684960690787,7.672060794052893
2402,Maricopa County,AZ,4,13,2020,1327.981053423388,12,04013,0.069959567364827,1238.251391918807,4445059,18817,18682,4485414.0,-0.009037656724363075,0.004195153446259365,0.004165055890047162,4559748.0,89300.0,1708.0,1884334.0,0.0815343776634078,0.3483038037876091,0.0454200485362637,0.43706280497031075,1,-0.9037656724363075,0.4195153446259365,6.9959567364827
2402,Maricopa County,AZ,4,13,2021,1563.0337517417101,12,04013,0.16296886145873124,1327.981053423388,4499438,48504,42990,4445059.0,0.012159357869506948,0.010911891158250094,0.009671412685410925,4559748.0,89300.0,1708.0,1884334.0,0.0815343776634078,0.3483038037876091,0.0454200485362637,0.43706280497031075,1,1.2159357869506948,1.0911891158250093,16.296886145873124
2402,Maricopa County,AZ,4,13,2022,1751.517190230491,12,04013,0.11385373277286259,1563.0337517417101,4555833,48335,32979,4499438.0,0.012455889864517289,0.010742452724095766,0.007329582050024914,4559748.0,89300.0,1708.0,1884334.0,0.0815343776634078,0.3483038037876091,0.0454200485362637,0.43706280497031075,1,1.2455889864517289,1.0742452724095766,11.38537327728626
2402,Maricopa County,AZ,4,13,2023,1754.145955641559,12,04013,0.001499725326933543,1751.517190230491,4585871,17396,2179,4555833.0,0.00657166499891737,0.0038184015963710696,0.0004782879442683698,4559748.0,89300.0,1708.0,1884334.0,0.0815343776634078,0.3483038037876091,0.0454200485362637,0.43706280497031075,1,0.657166499891737,0.38184015963710694,0.1499725326933543
1210,Mohave County,AZ,4,15,2019,975.8935697602083,12,04015,0.07965680241565742,901.1725337498698,212181,4478,4724,209292.0,0.013709277925034513,0.021395944422147047,0.022571335741452134,220517.0,57684.0,1091.0,121881.0,0.1633396509710291,0.2592647073244878,0.0725103586226603,-0.9421590928392097,0,1.3709277925034513,2.1395944422147046,7.965680241565742
1210,Mohave County,AZ,4,15,2020,1052.2316731311369,12,04015,0.0753150575698216,975.8935697602083,214185,1735,1733,212181.0,0.009400443550802606,0.008176980973791244,0.00816755505912405,220517.0,57684.0,1091.0,121881.0,0.1633396509710291,0.2592647073244878,0.0725103586226603,-0.9421590928392097,1,0.9400443550802606,0.8176980973791245,7.53150575698216
1210,Mohave County,AZ,4,15,2021,1237.3613886212504,12,04015,0.1620678883144171,1052.2316731311369,217164,5733,5700,214185.0,0.013812700915696752,0.026766580292737586,0.02661250787870299,220517.0,57684.0,1091.0,121881.0,0.1633396509710291,0.2592647073244878,0.0725103586226603,-0.9421590928392097,1,1.3812700915696752,2.6766580292737587,16.20678883144171
