fips,year,rent,rent_months,log_rent,d_log_rent
01113,2026,1361.7229135384168,4,7.216506025145022,0.002448757319487349
01115,2018,1216.8549271337652,9,7.104024880568751,
01115,2019,1248.3850649848725,12,7.129606046999905,0.025581166431154045
01115,2020,1299.2177707876056,12,7.169517647567874,0.03991160056796872
01115,2021,1376.1564429629516,12,7.2270497060443875,0.05753205847651355
01115,2022,1468.035872312407,12,7.291680645056016,0.06463093901162864
01115,2023,1544.6822770250556,12,7.342573522245345,0.05089287718932933
01115,2024,1616.0884375241865,12,7.387763963774327,0.04519044152898122
01115,2025,1687.571216451077,12,7.43104562419757,0.04328166042324355
01115,2026,1709.3661646076218,4,7.443877916811684,0.012832292614113783
01117,2015,1096.5392981684988,12,6.999914406858672,
01117,2016,1115.8288755481167,11,7.017352793861411,0.017438387002739475
01117,2017,1139.760366107088,12,7.038573314123117,0.021220520261706177
01117,2018,1168.294554491926,12,7.063300318659365,0.02472700453624732
01117,2019,1207.143690188466,12,7.096012261392622,0.032711942733257615
01117,2020,1252.6139820429696,12,7.132987832445562,0.036975571052940026
01117,2021,1352.474216199338,12,7.209690946730667,0.07670311428510512
01117,2022,1462.9244998105785,12,7.288192793270544,0.07850184653987657
01117,2023,1524.229662954562,12,7.329244422369614,0.04105162909907012
01117,2024,1580.061165278985,12,7.365218837473604,0.0359744151039898
01117,2025,1643.8230501802002,12,7.4047799361128614,0.03956109863925761
01117,2026,1659.908831515941,4,7.414517959068858,0.009738022955996684
01121,2023,1320.3765642362494,12,7.185672250833527,
01121,2024,1380.7642843041028,12,7.230392454050328,0.04472020321680148
01121,2025,1413.4696012629463,12,7.2538026708981045,0.023410216847776333
01121,2026,1380.398644783887,4,7.230127609467272,-0.023675061430832756
01125,2016,947.0151893429347,8,6.853315132490325,
01125,2017,995.619312690157,12,6.903364968346837,0.05004983585651246
01125,2018,1015.8755418943398,12,6.923506122499425,0.020141154152588214
01125,2019,1052.2153441387586,12,6.958653072101192,0.03514694960176623
01125,2020,1082.1448308072092,12,6.986700305168839,0.02804723306764778
01125,2021,1139.0898850910482,12,7.037984876128972,0.05128457096013239
01125,2022,1240.2652676151397,12,7.123080561216367,0.08509568508739473
01125,2023,1324.2733883646445,12,7.1886192018617585,0.06553864064539194
01125,2024,1393.4041184051457,12,7.239505038243399,0.05088583638164046
01125,2025,1465.3035936432673,12,7.289817731137571,0.05031269289417217
01125,2026,1496.4035805300678,4,7.310819895233804,0.02100216409623279
01127,2023,1095.7470927846332,6,6.9991916861214385,
01127,2024,1146.00308025525,12,7.044035585102879,0.04484389898144059
01127,2025,1155.6792889996689,12,7.052443579079854,0.00840799397697456
01127,2026,1150.1081420862001,4,7.047611253532828,-0.004832325547025285
02020,2015,1230.3047814937715,12,7.115017207503968,
02020,2016,1215.6746732410909,12,7.103054488278266,-0.01196271922570169
02020,2017,1198.8379540853161,12,7.0891079950058336,-0.01394649327243247
02020,2018,1207.7812317014964,12,7.0965402625093965,0.0074322675035629615
02020,2019,1222.7053572054017,12,7.108821188595851,0.012280926086454258
02020,2020,1249.2254720812637,12,7.130279015916105,0.02145782732025392
02020,2021,1315.1530470639755,12,7.181708323439568,0.05142930752346331
02020,2022,1444.4436441856158,12,7.275479505081958,0.09377118164239029
02020,2023,1547.1760395248248,12,7.344186638232699,0.06870713315074095
02020,2024,1615.8198846880284,12,7.387597775374161,0.04341113714146161
02020,2025,1683.5323371290233,12,7.428649446690501,0.0410516713163398
02020,2026,1716.3833731509533,4,7.447974666022532,0.01932521933203102
02090,2021,1390.3032294466973,7,7.237277153014415,
02090,2022,1486.5258129262327,12,7.3041970071889875,0.06691985417457236
02090,2023,1562.7683296071407,12,7.354214097815055,0.05001709062606796
02090,2024,1613.9663269167522,12,7.386449985487567,0.03223588767251151
02090,2025,1665.3786804276954,12,7.417807812247277,0.03135782675971033
02090,2026,1709.6009739373474,4,7.44401527369204,0.026207461444762714
02110,2026,2128.96262503898,2,7.663390109567465,
02122,2025,1533.3073291763087,12,7.335182334432425,
02122,2026,1565.0603667983441,4,7.355679675264419,0.020497340831993505
02170,2023,1512.7040508402813,12,7.321654090451975,
02170,2024,1611.343029380646,12,7.3848232899834905,0.06316919953151512
02170,2025,1679.9546180532868,12,7.426522058968925,0.041698768985434675
02170,2026,1695.5207271905315,4,7.4357451863158195,0.009223127346894344
04003,2021,1080.3165959267003,1,6.9850094215364225,
04003,2022,1086.9623600219438,12,6.991142259126952,0.006132837590529405
04003,2023,1153.2094991551191,12,7.050304202944265,0.05916194381731277
04003,2024,1192.4972761772667,12,7.083804938631809,0.03350073568754475
04003,2025,1232.5840105695922,12,7.116868066327821,0.033063127696011385
04003,2026,1236.7627294128183,4,7.1202525426870045,0.003384476359183708
04005,2018,1376.2255576566386,11,7.227099927775009,
04005,2019,1406.3291192752788,12,7.2487381269658036,0.021638199190794793
04005,2020,1474.999295963508,12,7.296412791460931,0.04767466449512714
04005,2021,1664.900209461426,12,7.417520466361013,0.1211076749000819
04005,2022,1924.6417000886395,12,7.562495099573495,0.14497463321248283
04005,2023,1989.1385457000117,12,7.595456932385882,0.032961832812386405
04005,2024,2026.3821851234252,12,7.614007307256907,0.018550374871025177
04005,2025,2062.4224539376714,12,7.631636519411184,0.017629212154276708
04005,2026,2066.0968926892247,4,7.633416547267786,0.001780027856602473
04007,2025,1877.8866423568143,10,7.537902297114052,
04007,2026,1894.9630102737488,4,7.546954597681556,0.009052300567503835
04009,2026,1829.281399729751,4,7.5116784909740675,
04013,2015,952.8150172198939,12,6.859420779062869,
04013,2016,1003.8569945631917,12,6.911604854412715,0.052184075349845926
04013,2017,1064.1186535586598,12,6.969902180186587,0.05829732577387148
04013,2018,1138.5544192358354,12,7.037514683426748,0.0676125032401611
04013,2019,1229.298046182277,12,7.114198591297817,0.07668390787106905
04013,2020,1318.1731995358166,12,7.184002117305747,0.06980352600792994
04013,2021,1551.7993827280504,12,7.347170428681738,0.16316831137599141
04013,2022,1738.0897788940422,12,7.46054196093195,0.11337153225021179
04013,2023,1740.3510168797777,12,7.461842105701993,0.0013001447700426993
04013,2024,1743.205664427018,12,7.463481033066972,0.0016389273649792813
04013,2025,1736.664966599196,12,7.459721867153217,-0.003759165913755247
04013,2026,1725.7818884301928,4,7.453435495425438,-0.0062863717277785724
04015,2015,754.2175401777877,12,6.62568084122021,
04015,2016,792.9940479300676,12,6.675815715843839,0.05013487462362942
04015,2017,844.6271338179595,12,6.738895268218663,0.06307955237482332
04015,2018,901.3394441843288,12,6.803881928262068,0.06498666004340503
04015,2019,975.9667102224589,12,6.88342847745276,0.0795465491906926
04015,2020,1053.7080563735624,12,6.960070704370656,0.07664222691789568
04015,2021,1236.6988113037671,12,7.120200859563566,0.16013015519290974
04015,2022,1370.3967107644996,12,7.222855546805993,0.10265468724242766
04015,2023,1398.6498413497457,12,7.2432626512355025,0.020407104429509104
04015,2024,1444.9188296872999,12,7.2758084257419755,0.032545774506473
04015,2025,1481.5351460337415,12,7.300834090008462,0.025025664266486558
04015,2026,1493.15565389109,4,7.30864704789267,0.007812957884207883
04017,2025,1855.759043463769,10,7.526049079198105,
04017,2026,1849.5232474859004,4,7.522683180799297,-0.003365898398808298
04019,2015,803.0197821488188,12,6.6883793489469525,
04019,2016,826.6406129451348,12,6.717370033395633,0.02899068444868025
04019,2017,868.7256218304993,12,6.767027335282976,0.04965730188734341
04019,2018,919.3880736187671,12,6.823708311370183,0.05668097608720668
04019,2019,981.9657072678168,12,6.889556386428834,0.06584807505865076
04019,2020,1045.088675182695,12,6.951857017432949,0.0623006310041152
04019,2021,1200.0460356556835,12,7.090115198086652,0.1382581806537031
04019,2022,1347.0749866314707,12,7.205690844223518,0.11557564613686644
04019,2023,1394.7144025350772,12,7.2404449439300125,0.034754099706494124
04019,2024,1425.4388043743356,12,7.262234978195418,0.021790034265405822
04019,2025,1433.1784061274493,12,7.267649918423243,0.005414940227824516
04019,2026,1437.7540503683663,4,7.270837487747514,0.003187569324270889
04021,2015,902.5957818821295,12,6.805274814084982,
04021,2016,957.7546736542909,12,6.864591663395833,0.059316849310850905
04021,2017,1032.614610395432,12,6.939849321479125,0.07525765808329155
04021,2018,1114.7795288306822,12,7.016411932352252,0.07656261087312721
04021,2019,1208.5830146805272,12,7.0972038901140975,0.08079195776184545
04021,2020,1343.9914668729743,12,7.203399172010093,0.10619528189599592
04021,2021,1610.5899991003828,12,7.384355849917345,0.18095667790725134
04021,2022,1769.0734603639803,12,7.478211219789377,0.09385536987203213
04021,2023,1805.5744272772524,12,7.49863406239752,0.0204228426081432
04021,2024,1820.4425064485704,12,7.5068348859295195,0.008200823531999468
04021,2025,1827.233394986449,12,7.510558295885334,0.0037234099558141054
04021,2026,1835.9655501610564,4,7.515325807475562,0.004767511590228146
04023,2026,1594.3331144770254,2,7.374210817740816,
04025,2015,979.8610619140891,12,6.887410788056745,
04025,2016,1040.5967271777974,12,6.947549603721329,0.06013881566458412
04025,2017,1111.2307163057944,12,7.013223433521906,0.06567382980057701
04025,2018,1188.8396523496388,12,7.08073302834468,0.06750959482277352
04025,2019,1258.5548955557665,12,7.1377194334538245,0.056986405109144656
04025,2020,1333.6386027147146,12,7.195666277264436,0.05794684381061188
04025,2021,1554.2869100658975,12,7.348772140698192,0.15310586343375565
04025,2022,1737.2742364301976,12,7.460072633129039,0.11130049243084716
04025,2023,1775.1355566804893,12,7.481632068954318,0.02155943582527886
04025,2024,1810.2305172474787,12,7.501209473745874,0.019577404791555786
04025,2025,1861.7187851483352,12,7.529255418046724,0.0280459443008505
04025,2026,1859.797288898295,4,7.528222776304727,-0.0010326417419976863
04027,2021,1200.8261328988274,1,7.090765042989529,
04027,2022,1268.4885783312477,12,7.145581374924103,0.05481633193457469
04027,2023,1333.1614875473547,12,7.1953084587881335,0.04972708386403024
04027,2024,1358.7673807601902,12,7.2143332300814365,0.019024771293302933
04027,2025,1392.0202686118137,12,7.238511401572707,0.024178171491270106
04027,2026,1408.1784038891374,4,7.250052235998921,0.011540834426214452
05005,2025,1123.2851880866965,3,7.02401287448981,
05005,2026,1082.6083213508387,4,6.987128520783401,-0.036884353706409634
05007,2015,873.8506583966264,12,6.772909489655613,
05007,2016,915.5047891791787,12,6.8194755953179,0.04656610566228636
05007,2017,956.16002436813,12,6.862925288549754,0.04344969323185399
05007,2018,987.0232232858398,12,6.89469356832166,0.03176827977190655
05007,2019,1021.8850872590497,12,6.929404325360737,0.03471075703907722
05007,2020,1070.6177219161352,12,6.975991071078521,0.046586745717783984
05007,2021,1185.3173525213151,12,7.0777658257499265,0.10177475467140518
05007,2022,1359.1468347559223,12,7.214612454492591,0.1368466287426644
05007,2023,1450.860328075849,12,7.279911989171626,0.06529953467903482
05007,2024,1489.2424292977128,12,7.306022832928787,0.026110843757161106
05007,2025,1548.8229991951482,12,7.345250566099007,0.03922773317021999
05007,2026,1571.0562350936116,4,7.359503433346103,0.01425286724709629
05031,2016,925.4054490071051,10,6.830231964727775,
05031,2017,938.2149230033734,12,6.843979051761648,0.013747087033872951
05031,2018,951.1382752765543,12,6.857659451846048,0.013680400084399302
05031,2019,978.7714618100708,12,6.886298174839898,0.028638722993850507
05031,2020,1012.2905873485394,12,6.919970950278892,0.03367277543899405
05031,2021,1078.2988850845857,12,6.98313997193088,0.06316902165198801
05031,2022,1136.3454579878917,12,7.035572653393413,0.052432681462533104
05031,2023,1202.9666554670605,12,7.092545997774291,0.056973344380877755
05031,2024,1256.3593068418018,12,7.135973378443533,0.04342738066924223
05031,2025,1308.9109742616859,12,7.176950753101807,0.040977374658274
05031,2026,1318.4979091898736,4,7.184248420043031,0.0072976669412234685
05033,2022,886.0101262603339,4,6.786728379727504,
05033,2023,926.5550341763039,11,6.831473444043657,0.044745064316153105
05033,2024,976.4167453818408,12,6.883889488496529,0.05241604445287251
05033,2025,1030.4764707203965,11,6.93777656719298,0.05388707869645071
05033,2026,1057.3186524873265,4,6.9634914092052345,0.02571484201225438
05035,2026,1174.0214166577616,3,7.068190242689931,
05045,2016,887.7874538009256,8,6.788732360514684,
05045,2017,900.4749381150604,12,6.802922333151606,0.014189972636922121
05045,2018,923.5682064279235,12,6.828244653358087,0.025322320206480953
05045,2019,951.3741277490166,12,6.857907389755199,0.029662736397111367
05045,2020,1005.5526183670304,12,6.913292538392522,0.055385148637323134
05045,2021,1105.671566723359,12,7.008208182035802,0.09491564364328031
05045,2022,1197.4972242540716,12,7.087989011331713,0.07978082929591057
05045,2023,1248.446169247323,12,7.12965499244854,0.041665981116826956
05045,2024,1299.4912703783064,12,7.169728136381648,0.04007314393310857
05045,2025,1331.7221140175782,12,7.19422820622558,0.02450006984393127
05045,2026,1340.5863610908657,4,7.200862380137109,0.0066341739115296505
05051,2021,905.4301471929922,7,6.808410131546034,
05051,2022,967.9992981147358,12,6.875231362188231,0.06682123064219692
05051,2023,1037.8463140644205,12,6.944902993095731,0.06967163090750006
05051,2024,1101.5028552310084,12,7.004430758368869,0.0595277652731383
05051,2025,1136.0056095642801,12,7.03527353726563,0.030842778896761125
05051,2026,1183.0247082126098,4,7.0758297498233445,0.04055621255771413
05055,2024,1059.5050902938995,7,6.965557182127109,
05055,2025,1112.3504673256293,12,7.014230593613682,0.04867341148657278
05055,2026,1146.3949240709908,4,7.044377448792184,0.030146855178501575
05063,2026,916.7368425774548,3,6.820820454601323,
05069,2026,775.0694845970306,2,6.652952682878905,
05071,2026,666.6666666666667,1,6.502290170873973,
05085,2016,872.5520355495686,1,6.771422291896571,
05085,2017,863.3211162261201,12,6.76078671483591,-0.010635577060661205
05085,2018,871.1053877983695,12,6.769762965857228,0.008976251021318049
05085,2019,902.8156402342032,12,6.805518368933996,0.03575540307676839
05085,2020,929.3773164388268,11,6.8345148096807975,0.028996440746801078
05085,2021,1023.1458381502861,12,6.930637315077709,0.09612250539691125
05085,2022,1125.109652950081,12,7.025635779177659,0.09499846409994994
05085,2023,1187.1750371252037,12,7.079331845511799,0.05369606633414037
05085,2024,1237.3597038484152,12,7.120735117388366,0.04140327187656734
05085,2025,1294.5344577509204,12,7.165906417416637,0.04517130002827052
05085,2026,1324.2237197198424,4,7.18858169482076,0.02267527740412323
05091,2026,1193.1866121560965,2,7.084382832460397,
05115,2023,802.2545782817506,1,6.687425986775491,
05115,2024,818.9397506162817,12,6.708010516575979,0.020584529800488305
05115,2025,852.183847555153,12,6.74780228706684,0.03979177049086058
05115,2026,893.1998522698888,4,6.7948103545717755,0.0470080675049358
05119,2015,775.6794438204473,12,6.653739346978677,
05119,2016,784.8751205212735,12,6.665524622988998,0.011785276010320977
05119,2017,802.2723514656973,12,6.6874481405749915,0.021923517585993757
05119,2018,814.5695506170027,12,6.702659814963756,0.015211674388764251
05119,2019,837.521589323461,12,6.730447041663637,0.027787226699881096
05119,2020,874.6168475441813,12,6.773785901935503,0.04333886027186651
05119,2021,961.4886076213794,12,6.8684827164109326,0.09469681447542921
05119,2022,1035.651544478419,12,6.942786019213527,0.07430330280259412
05119,2023,1074.0538148767546,12,6.979195380775095,0.036409361561568154
05119,2024,1124.2981233400849,12,7.0249142295735725,0.04571884879847765
05119,2025,1152.0146642383118,12,7.049267570548353,0.02435334097478048
05119,2026,1169.2971617905143,4,7.064158130871039,0.01489056032268632
05125,2018,1002.929236558963,12,6.910680233687361,
05125,2019,1026.25941203553,12,6.933675832013771,0.022995598326409628
05125,2020,1071.6661949802167,12,6.976969907860636,0.043294075846865177
05125,2021,1154.9867086919342,12,7.051844115263649,0.07487420740301332
05125,2022,1253.8299928947133,12,7.133958140147876,0.08211402488422692
05125,2023,1316.2072381239489,12,7.18250957526533,0.048551435117453856
05125,2024,1374.2303904184437,12,7.2256491373418505,0.04313956207652048
05125,2025,1421.6371971721458,12,7.259564442207288,0.03391530486543726
05125,2026,1446.526896753025,4,7.276920718611119,0.01735627640383086
05131,2015,638.8432129663682,9,6.4596590611511555,
05131,2016,654.4677926041235,12,6.483822374978141,0.024163313826985444
05131,2017,668.263017513496,12,6.504681834834527,0.020859459856386486
05131,2018,680.0162296091979,12,6.5221166649576885,0.01743483012316105
05131,2019,698.3333649511718,12,6.548696588964268,0.026579924006579603
05131,2020,727.9769865954678,12,6.59026943587761,0.04157284691334162
05131,2021,804.9909054581518,12,6.690830979787232,0.10056154390962213
05131,2022,892.9644282793103,12,6.794546746129366,0.10371576634213397
05131,2023,949.0169661174654,12,6.855426676339968,0.060879930210601785
05131,2024,993.2912389514905,12,6.901023913038942,0.045597236698974086
05131,2025,1019.4303359407439,12,6.926999256086611,0.02597534304766924
05131,2026,1032.8288772088724,4,6.940056799258589,0.01305754317197838
05143,2015,902.305932992504,12,6.804953634388904,
05143,2016,950.261686511004,12,6.856737406147856,0.051783771758951325
05143,2017,1009.1350745466483,12,6.916848881113033,0.060111474965177436
05143,2018,1048.722515786626,12,6.955328050798327,0.03847916968529397
05143,2019,1084.9609269156526,12,6.989299253266804,0.03397120246847685
05143,2020,1121.224094976387,12,7.022176309406122,0.03287705613931813
05143,2021,1215.3369862309098,12,7.1027766722414425,0.08060036283532046
05143,2022,1347.6417106239458,12,7.206111462837273,0.10333479059583084
05143,2023,1452.23817354367,12,7.280861213299231,0.07474975046195809
05143,2024,1521.6280677350076,12,7.327536137819083,0.046674924519851224
05143,2025,1595.2539157255894,12,7.374788197361077,0.04725205954199474
05143,2026,1611.4280945441374,4,7.384876080057771,0.010087882696693917
05145,2024,870.4343942121504,11,6.768992390730145,
05145,2025,918.4873153443759,12,6.822728094374055,0.05373570364390989
05145,2026,942.9008237263281,4,6.848961106080677,0.026233011706621845
06001,2015,2111.6008917230806,12,7.65520165524672,
06001,2016,2280.5735012456425,12,7.732182225952757,0.07698057070603692
06001,2017,2390.111937771565,12,7.779095479716474,0.04691325376371758
06001,2018,2472.994192140199,12,7.813184919010854,0.03408943929437935
06001,2019,2534.8558145177203,12,7.837892036505394,0.024707117494540576
06001,2020,2532.3254202684266,12,7.836893298018499,-0.0009987384868956894
06001,2021,2531.8521158653652,12,7.836706375502033,-0.00018692251646523772
06001,2022,2679.8542235919754,12,7.893517677843387,0.056811302341353453
06001,2023,2693.4466508267164,12,7.898576935288725,0.005059257445338083
06001,2024,2685.659982667633,12,7.895681780338817,-0.0028951549499076634
06001,2025,2759.83463329454,12,7.9229260414431995,0.02724426110438216
06001,2026,2812.749492961709,4,7.9419177511869075,0.018991709743708007
06005,2025,1613.4305521448186,5,7.386117968820927,
